id,shapeID,shapeGroup,shapeName,intersection_ratio,even_split_ratio,intersection_ratio_commitment_value,even_split_ratio_commitment_value,centroid_longitude,centroid_latitude
34847,91424787B66059706224288,AGO,Belas,0.21,0.21,11928468.28,19217361.186666667,13.249768777969097,-9.08156060601638
34847,91424787B14243133178966,AGO,Cacuaco,0.64,0.64,36886523.6,19217361.186666667,13.474687853492048,-8.81043171351523
34849,91424787B55521153380221,AGO,Luanda,0.03,0.03,2357847.68,21824885.0,13.266257084898896,-8.846160091386674
34849,91424787B66059706224288,AGO,Belas,0.51,0.51,44688035.83,21824885.0,13.249768777969097,-9.08156060601638
34849,91424787B14243133178966,AGO,Cacuaco,0.45,0.45,39387699.32,21824885.0,13.474687853492048,-8.81043171351523
34849,91424787B45136787959125,AGO,Icolo e Bengo,0.01,0.01,840793.37,21824885.0,13.844283781634998,-9.184921813733238
34884,91424787B55521153380221,AGO,Luanda,1.0,1.0,94574428.91,94574428.91,13.266257084898896,-8.846160091386674
34885,91424787B55521153380221,AGO,Luanda,1.0,1.0,80218335.3,80218335.3,13.266257084898896,-8.846160091386674
34934,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
35400,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
36111,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
36147,91424787B55521153380221,AGO,Luanda,1.0,1.0,62887.75,62887.75,13.266257084898896,-8.846160091386674
53183,91424787B55521153380221,AGO,Luanda,1.0,1.0,35710.79,35710.79,13.266257084898896,-8.846160091386674
53188,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
65524,91424787B55521153380221,AGO,Luanda,0.0,0.0,105257.23,40520984.175,13.266257084898896,-8.846160091386674
65524,91424787B66059706224288,AGO,Belas,0.08,0.08,13337164.1,40520984.175,13.249768777969097,-9.08156060601638
65524,91424787B14243133178966,AGO,Cacuaco,0.0,0.0,234990.15,40520984.175,13.474687853492048,-8.81043171351523
65524,91424787B45136787959125,AGO,Icolo e Bengo,0.92,0.92,148406525.22,40520984.175,13.844283781634998,-9.184921813733238
65679,91424787B55521153380221,AGO,Luanda,0.99,0.99,144672477.1,73273863.15,13.266257084898896,-8.846160091386674
65679,91424787B14243133178966,AGO,Cacuaco,0.01,0.01,1875249.2,73273863.15,13.474687853492048,-8.81043171351523
66314,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
66806,91424787B55521153380221,AGO,Luanda,0.0,0.0,5779392.38,608763990.25,13.266257084898896,-8.846160091386674
66806,91424787B66059706224288,AGO,Belas,0.08,0.08,201804447.29,608763990.25,13.249768777969097,-9.08156060601638
66806,91424787B14243133178966,AGO,Cacuaco,0.0,0.0,3132782.75,608763990.25,13.474687853492048,-8.81043171351523
66806,91424787B45136787959125,AGO,Icolo e Bengo,0.91,0.91,2224339338.59,608763990.25,13.844283781634998,-9.184921813733238
67189,91424787B55521153380221,AGO,Luanda,0.02,0.02,927266.35,12972420.35,13.266257084898896,-8.846160091386674
67189,91424787B66059706224288,AGO,Belas,0.75,0.75,38911275.54,12972420.35,13.249768777969097,-9.08156060601638
67189,91424787B14243133178966,AGO,Cacuaco,0.22,0.22,11668035.66,12972420.35,13.474687853492048,-8.81043171351523
67189,91424787B45136787959125,AGO,Icolo e Bengo,0.01,0.01,383103.86,12972420.35,13.844283781634998,-9.184921813733238
67304,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
67310,91424787B55521153380221,AGO,Luanda,1.0,1.0,90242924.18,90242924.18,13.266257084898896,-8.846160091386674
67414,91424787B55521153380221,AGO,Luanda,0.04,0.04,2486921.26,5916963.66,13.266257084898896,-8.846160091386674
67414,91424787B66059706224288,AGO,Belas,0.03,0.03,1923262.99,5916963.66,13.249768777969097,-9.08156060601638
67414,91424787B14243133178966,AGO,Cacuaco,0.02,0.02,1007387.39,5916963.66,13.474687853492048,-8.81043171351523
67414,91424787B45136787959125,AGO,Icolo e Bengo,0.2,0.2,12027785.53,5916963.66,13.844283781634998,-9.184921813733238
67414,91424787B32489723581228,AGO,Malanje,0.05,0.05,3164955.02,5916963.66,16.346249280606962,-9.50281428814657
67414,91424787B63495384054170,AGO,Cazengo,0.16,0.16,9433283.0,5916963.66,14.803388021704357,-9.340228632052384
67414,91424787B55281524391880,AGO,Cambambe,0.1,0.1,6150843.62,5916963.66,14.571912148939877,-9.534868168325282
67414,91424787B23637017417513,AGO,Lucala,0.06,0.06,3259231.47,5916963.66,15.232015469828454,-9.155673565650163
67414,91424787B27553841432178,AGO,Cacuso,0.27,0.27,16111889.71,5916963.66,15.617435068026962,-9.50060829231029
67414,91424787B99250884755371,AGO,Golungo Alto,0.06,0.06,3604076.61,5916963.66,14.643635303663082,-9.104851955794004
67494,91424787B55521153380221,AGO,Luanda,0.93,0.93,,,13.266257084898896,-8.846160091386674
67494,91424787B66059706224288,AGO,Belas,0.03,0.03,,,13.249768777969097,-9.08156060601638
67506,91424787B55521153380221,AGO,Luanda,1.0,1.0,40677536.94,40677536.94,13.266257084898896,-8.846160091386674
67510,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
67517,91424787B55521153380221,AGO,Luanda,1.0,1.0,36691951.28,36691951.28,13.266257084898896,-8.846160091386674
67612,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
67615,91424787B55521153380221,AGO,Luanda,1.0,1.0,53308.92,53308.92,13.266257084898896,-8.846160091386674
67631,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
67722,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
67724,91424787B55521153380221,AGO,Luanda,1.0,1.0,34570.14,34570.14,13.266257084898896,-8.846160091386674
67727,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
68294,91424787B55521153380221,AGO,Luanda,1.0,1.0,18611390.21,18611390.21,13.266257084898896,-8.846160091386674
68458,91424787B55521153380221,AGO,Luanda,0.93,0.93,,,13.266257084898896,-8.846160091386674
68458,91424787B66059706224288,AGO,Belas,0.03,0.03,,,13.249768777969097,-9.08156060601638
68544,91424787B55521153380221,AGO,Luanda,0.93,0.93,549911.34,295201.125,13.266257084898896,-8.846160091386674
68544,91424787B66059706224288,AGO,Belas,0.03,0.03,15426.19,295201.125,13.249768777969097,-9.08156060601638
68603,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
68980,91424787B55521153380221,AGO,Luanda,0.89,0.89,,,13.266257084898896,-8.846160091386674
73630,91424787B55521153380221,AGO,Luanda,0.08,0.08,,,13.266257084898896,-8.846160091386674
73630,91424787B66059706224288,AGO,Belas,0.19,0.19,,,13.249768777969097,-9.08156060601638
73630,91424787B69259370367741,AGO,Quissama,0.14,0.14,,,13.837329635966503,-9.83956701284726
73630,91424787B14975788239862,AGO,Sumbe (Ngangula),0.19,0.19,,,14.051407011275742,-11.548952401012237
73630,91424787B69944310654421,AGO,Porto Amboim,0.35,0.35,,,13.927207978693213,-10.633388920895808
73631,91424787B55521153380221,AGO,Luanda,0.12,0.12,,,13.266257084898896,-8.846160091386674
73631,91424787B66059706224288,AGO,Belas,0.28,0.28,,,13.249768777969097,-9.08156060601638
73631,91424787B28058724982941,AGO,Lobito,0.33,0.33,,,13.829652548598718,-12.189126012381353
73631,91424787B69259370367741,AGO,Quissama,0.2,0.2,,,13.837329635966503,-9.83956701284726
73631,91424787B14975788239862,AGO,Sumbe (Ngangula),0.0,0.0,,,14.051407011275742,-11.548952401012237
73638,91424787B55521153380221,AGO,Luanda,0.11,0.11,4377827.11,13382451.093333334,13.266257084898896,-8.846160091386674
73638,91424787B66059706224288,AGO,Belas,0.26,0.26,10414173.58,13382451.093333334,13.249768777969097,-9.08156060601638
73638,91424787B69259370367741,AGO,Quissama,0.53,0.53,21477796.28,13382451.093333334,13.837329635966503,-9.83956701284726
73905,91424787B55521153380221,AGO,Luanda,1.0,1.0,43689766.81,43689766.81,13.266257084898896,-8.846160091386674
73906,91424787B55521153380221,AGO,Luanda,1.0,1.0,55497811.89,55497811.89,13.266257084898896,-8.846160091386674
73913,91424787B55521153380221,AGO,Luanda,1.0,1.0,60913973.82,60913973.82,13.266257084898896,-8.846160091386674
85374,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
87557,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
87563,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
87623,91424787B55521153380221,AGO,Luanda,1.0,1.0,,,13.266257084898896,-8.846160091386674
87644,91424787B55521153380221,AGO,Luanda,1.0,1.0,823914.41,823914.41,13.266257084898896,-8.846160091386674
88344,91424787B55521153380221,AGO,Luanda,1.0,1.0,31459809.14,31459809.14,13.266257084898896,-8.846160091386674
92519,91424787B55521153380221,AGO,Luanda,0.93,0.93,74234021.76,39850000.0,13.266257084898896,-8.846160091386674
92519,91424787B66059706224288,AGO,Belas,0.03,0.03,2082423.81,39850000.0,13.249768777969097,-9.08156060601638
18,17685819B68764251362376,BEN,Lokossa,1.0,1.0,22786102.55,22786102.55,1.7410148742653138,6.688367124580927
35656,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
35656,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
35656,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
35657,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
35657,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
35657,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
35658,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
35658,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
35658,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
35660,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
35660,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
35660,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
35661,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
35661,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
35661,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
52142,17685819B68764251362376,BEN,Lokossa,0.0,0.0,,,1.7410148742653138,6.688367124580927
52142,17685819B66349454131554,BEN,Natitingou,1.0,1.0,,,1.4097458539360674,10.246316735322331
59423,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
59423,17685819B58605420666587,BEN,Cotonou,0.63,0.63,,,2.410911139088797,6.373348290750809
59423,17685819B66349454131554,BEN,Natitingou,0.36,0.36,,,1.4097458539360674,10.246316735322331
59438,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
59438,17685819B58605420666587,BEN,Cotonou,0.63,0.63,,,2.410911139088797,6.373348290750809
59438,17685819B66349454131554,BEN,Natitingou,0.36,0.36,,,1.4097458539360674,10.246316735322331
59446,17685819B68764251362376,BEN,Lokossa,1.0,1.0,,,1.7410148742653138,6.688367124580927
59509,17685819B68764251362376,BEN,Lokossa,1.0,1.0,,,1.7410148742653138,6.688367124580927
59513,17685819B68764251362376,BEN,Lokossa,1.0,1.0,1725091.07,1725091.07,1.7410148742653138,6.688367124580927
59639,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
59639,17685819B66349454131554,BEN,Natitingou,0.99,0.99,,,1.4097458539360674,10.246316735322331
60130,17685819B68764251362376,BEN,Lokossa,0.65,0.65,,,1.7410148742653138,6.688367124580927
60130,56601680B13855645397073,TGO,Yoto,0.01,0.01,,,1.447178241891967,6.678351166982289
60130,17685819B69046773697304,BEN,Athieme,0.21,0.21,,,1.7032164737823408,6.575112725688998
60130,17685819B20513081200557,BEN,Bopa,0.04,0.04,,,1.9294368917345717,6.664679182178876
60130,17685819B88590181370069,BEN,Dogbo,0.04,0.04,,,1.7493443627717722,6.778487565374785
60130,17685819B14284481019860,BEN,Houeyogbe,0.04,0.04,,,1.845020790638776,6.546589947746527
68810,17685819B68764251362376,BEN,Lokossa,0.65,0.65,,,1.7410148742653138,6.688367124580927
68810,56601680B13855645397073,TGO,Yoto,0.01,0.01,,,1.447178241891967,6.678351166982289
68810,17685819B69046773697304,BEN,Athieme,0.21,0.21,,,1.7032164737823408,6.575112725688998
68810,17685819B20513081200557,BEN,Bopa,0.04,0.04,,,1.9294368917345717,6.664679182178876
68810,17685819B88590181370069,BEN,Dogbo,0.04,0.04,,,1.7493443627717722,6.778487565374785
68810,17685819B14284481019860,BEN,Houeyogbe,0.04,0.04,,,1.845020790638776,6.546589947746527
68813,17685819B68764251362376,BEN,Lokossa,1.0,1.0,,,1.7410148742653138,6.688367124580927
73357,17685819B68764251362376,BEN,Lokossa,1.0,1.0,23716147.56,23716147.56,1.7410148742653138,6.688367124580927
73429,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
73429,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
73429,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
73430,17685819B68764251362376,BEN,Lokossa,0.01,0.01,,,1.7410148742653138,6.688367124580927
73430,17685819B13440574347317,BEN,Seme-Kpodji,0.1,0.1,,,2.5887607972890585,6.4003356417683355
73430,17685819B66349454131554,BEN,Natitingou,0.89,0.89,,,1.4097458539360674,10.246316735322331
20,75749346B85945583191121,DZA,Daïra Sidi M'Hamed,1.0,1.0,48721274.81,48721274.81,3.0570838106950395,36.75633764500215
529,75749346B85945583191121,DZA,Daïra Sidi M'Hamed,1.0,1.0,65107000.49,65107000.49,3.0570838106950395,36.75633764500215
31780,75749346B85945583191121,DZA,Daïra Sidi M'Hamed,1.0,1.0,,,3.0570838106950395,36.75633764500215
23,55941954B98371115502172,BWA,Gaborone,1.0,1.0,24303418.68,24303418.68,25.85474844321291,-24.7717710273036
29,55941954B98371115502172,BWA,Gaborone,0.47,0.47,,,25.85474844321291,-24.7717710273036
29,55941954B39393851070434,BWA,Masungu,0.53,0.53,,,27.565170965073175,-21.016713291679277
31,55941954B98371115502172,BWA,Gaborone,0.61,0.61,9896776.14,2319324.7414285713,25.85474844321291,-24.7717710273036
31,55941954B89738474745599,BWA,South East,0.36,0.36,5815507.76,2319324.7414285713,25.669611857071896,-25.225749166038288
31,55941954B82526344478572,BWA,Barolong,0.0,0.0,57268.56,2319324.7414285713,25.423242924256616,-25.59068484260498
31,55941954B56458887922680,BWA,Kgatleng,0.0,0.0,10334.89,2319324.7414285713,26.350882180571183,-24.15169399925636
31,55941954B20262478145890,BWA,Ngwaketse Central,0.01,0.01,106383.01,2319324.7414285713,24.863971005032404,-25.03385368137414
31,55941954B26927140411587,BWA,Ngwaketse North,0.0,0.0,5968.85,2319324.7414285713,24.103517036405744,-24.59515568017057
31,47623444B28912463422483,ZAF,Ngaka Modiri Molema,0.02,0.02,342654.25,2319324.7414285713,25.80969209623919,-25.951204342892193
42,55941954B98371115502172,BWA,Gaborone,1.0,1.0,4200.96,4200.96,25.85474844321291,-24.7717710273036
46,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
30845,55941954B98371115502172,BWA,Gaborone,1.0,1.0,564018.28,564018.28,25.85474844321291,-24.7717710273036
31192,55941954B98371115502172,BWA,Gaborone,1.0,1.0,245264.73,245264.73,25.85474844321291,-24.7717710273036
35669,55941954B98371115502172,BWA,Gaborone,0.47,0.47,,,25.85474844321291,-24.7717710273036
35669,55941954B39393851070434,BWA,Masungu,0.53,0.53,,,27.565170965073175,-21.016713291679277
35670,55941954B98371115502172,BWA,Gaborone,0.47,0.47,,,25.85474844321291,-24.7717710273036
35670,55941954B39393851070434,BWA,Masungu,0.53,0.53,,,27.565170965073175,-21.016713291679277
36160,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
52200,55941954B98371115502172,BWA,Gaborone,1.0,1.0,3142371.59,3142371.59,25.85474844321291,-24.7717710273036
52333,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
53200,55941954B98371115502172,BWA,Gaborone,1.0,1.0,5543.52,5543.52,25.85474844321291,-24.7717710273036
53216,55941954B98371115502172,BWA,Gaborone,1.0,1.0,2771.76,2771.76,25.85474844321291,-24.7717710273036
53223,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
53227,55941954B98371115502172,BWA,Gaborone,1.0,1.0,14676780.51,14676780.51,25.85474844321291,-24.7717710273036
57225,55941954B98371115502172,BWA,Gaborone,1.0,1.0,9538708.12,9538708.12,25.85474844321291,-24.7717710273036
57794,55941954B98371115502172,BWA,Gaborone,1.0,1.0,11416001.46,11416001.46,25.85474844321291,-24.7717710273036
58033,55941954B98371115502172,BWA,Gaborone,0.47,0.47,,,25.85474844321291,-24.7717710273036
58033,55941954B39393851070434,BWA,Masungu,0.53,0.53,,,27.565170965073175,-21.016713291679277
58123,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58450,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58522,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58525,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58669,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58670,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
58777,55941954B98371115502172,BWA,Gaborone,1.0,1.0,1152338.16,1152338.16,25.85474844321291,-24.7717710273036
73115,55941954B98371115502172,BWA,Gaborone,0.47,0.47,,,25.85474844321291,-24.7717710273036
73115,55941954B39393851070434,BWA,Masungu,0.53,0.53,,,27.565170965073175,-21.016713291679277
73117,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
88346,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
88349,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
96921,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
96922,55941954B98371115502172,BWA,Gaborone,1.0,1.0,,,25.85474844321291,-24.7717710273036
96972,55941954B98371115502172,BWA,Gaborone,1.0,1.0,38808.66,38808.66,25.85474844321291,-24.7717710273036
33,55941954B39393851070434,BWA,Masungu,1.0,1.0,243833.89,243833.89,27.565170965073175,-21.016713291679277
34927,55941954B39393851070434,BWA,Masungu,0.68,0.68,17043.58,12589.435,27.565170965073175,-21.016713291679277
34927,52423323B44516740829537,USA,Hennepin,0.32,0.32,8135.29,12589.435,-93.47729231148605,45.00634224663549
57796,55941954B39393851070434,BWA,Masungu,1.0,1.0,8179791.85,8179791.85,27.565170965073175,-21.016713291679277
58780,55941954B39393851070434,BWA,Masungu,0.98,0.98,17519.61,2973.3933333333334,27.565170965073175,-21.016713291679277
58780,55941954B86221332842775,BWA,Serowe,0.0,0.0,75.0,2973.3933333333334,26.369919718928475,-22.048362315956545
58780,55941954B61152089533455,BWA,Tutume,0.0,0.0,25.63,2973.3933333333334,25.94232940673787,-20.217226284774615
58780,55941954B50535260459809,BWA,Bobonong,0.0,0.0,9.72,2973.3933333333334,28.130170787524428,-21.98234991270382
58780,62879985B39326733261715,ZWE,Bulilima,0.0,0.0,81.12,2973.3933333333334,27.574062133332347,-20.171415554967126
58780,62879985B72758591248620,ZWE,Mangwe,0.01,0.01,129.29,2973.3933333333334,28.01950615129459,-20.994986380706877
58548,55941954B56458887922680,BWA,Kgatleng,1.0,1.0,,,26.350882180571183,-24.15169399925636
53214,55941954B84762067272179,BWA,Kweneng North,1.0,1.0,,,25.607676810262745,-23.79106135820262
58431,55941954B84762067272179,BWA,Kweneng North,1.0,1.0,13304441.25,13304441.25,25.607676810262745,-23.79106135820262
86629,55941954B84762067272179,BWA,Kweneng North,1.0,1.0,,,25.607676810262745,-23.79106135820262
105,55941954B26927140411587,BWA,Ngwaketse North,0.23,0.23,8873576.09,19115529.845,24.103517036405744,-24.59515568017057
105,55941954B98579419812372,BWA,Kweneng South,0.77,0.77,29357483.6,19115529.845,24.3527304462459,-23.888526514585752
109,55941954B26927140411587,BWA,Ngwaketse North,0.23,0.23,7502045.29,16160967.03,24.103517036405744,-24.59515568017057
109,55941954B98579419812372,BWA,Kweneng South,0.77,0.77,24819888.77,16160967.03,24.3527304462459,-23.888526514585752
34,17685819B58605420666587,BEN,Cotonou,1.0,1.0,,,2.410911139088797,6.373348290750809
30848,17685819B58605420666587,BEN,Cotonou,0.83,0.83,,,2.410911139088797,6.373348290750809
30848,17685819B50728061848372,BEN,Abomey-Calavi,0.04,0.04,,,2.3228909695441105,6.500751465618542
30848,17685819B13440574347317,BEN,Seme-Kpodji,0.11,0.11,,,2.5887607972890585,6.4003356417683355
36138,17685819B58605420666587,BEN,Cotonou,1.0,1.0,898396.37,898396.37,2.410911139088797,6.373348290750809
52146,17685819B58605420666587,BEN,Cotonou,0.83,0.83,2216092.48,888482.0099999999,2.410911139088797,6.373348290750809
52146,17685819B50728061848372,BEN,Abomey-Calavi,0.04,0.04,101751.86,888482.0099999999,2.3228909695441105,6.500751465618542
52146,17685819B13440574347317,BEN,Seme-Kpodji,0.11,0.11,282597.21,888482.0099999999,2.5887607972890585,6.4003356417683355
52149,17685819B58605420666587,BEN,Cotonou,1.0,1.0,,,2.410911139088797,6.373348290750809
58832,17685819B58605420666587,BEN,Cotonou,0.83,0.83,2840512.07,1138826.06,2.410911139088797,6.373348290750809
58832,17685819B50728061848372,BEN,Abomey-Calavi,0.04,0.04,130422.08,1138826.06,2.3228909695441105,6.500751465618542
